username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
PiggyNukka,♀️ Cosplayer ★ MoGraph/VFX (@jermacattack) ★ 30 ★ Anime ★ Bemani ★https://t.co/mGPLH6W7WT★ ★https://t.co/e5reFLQdjg ★ BlackLM ★ TransLM,"PO Box 641272, Los Angeles, CA",1187,24999,92289,2009-07-27 22:42:03,2020-08-04 23:59:59,8,"https://t.co/GqJITk1boh

PLEASE CONSIDER DONATING TO HELP RECOVER FROM THIS TRAGEDY!!! Every bit counts!! #beirutexplosion #lebanon",[]
tncnkkkk,,,34,7,6777,2018-01-02 09:42:11,2020-08-04 23:59:59,11635,"Can’t stress enough how carastrophic the destruction of the port of #Beirut is to #Lebanon.

It is Lebanon’s central economic lifeline.

Lebanon is almost entirely dependent on imports

Without the port, there will be food and medicine shortages—amid an already collapsing economy https://t.co/NKxjwv9rKK","[{'text': 'Beirut', 'indices': [83, 90]}, {'text': 'Lebanon', 'indices': [97, 105]}]"
peepeelilith,she/they sunshinesiobhan on instagram,cr clarepookie,104,104,4050,2019-12-29 19:39:12,2020-08-04 23:59:58,4560,"tw / bombs
what's happening in lebanon? (and how to help 🇱🇧) RT TO SPREAD AWARENESS + DROP OTHER LINKS YOU THINK HELP!
https://t.co/KShkKjz6cs",[]
iIIicitsummer,"deep blue, but you painted me golden ★ (he/him)",dc,835,805,12230,2018-02-28 23:11:08,2020-08-04 23:59:58,58612,a thread of people offering places to stay in for those who have been rendered homeless because of the tragic blast in lebanon and are in dire need of a place to stay at :,[]
kopravl,taehyung roleplayer's.,༼ つ 爱 osa ༽つ,1012,789,4727,2013-03-21 22:13:38,2020-08-04 23:59:58,0,"RT BTS_Lebanon: Army you can donate to Lebanese Red Cross immediately and its a trusted source💜

Android: https://t.co/DF2nju9nsq

IOS: ht…",[]
malvinofajaro,Official Twitter of Malvino Fajaro • JOB : fajaromalvino@gmail.com • Indonesian Actor & Presenter • Instagram : malvinofajaro • Indonesian PUBLIC FIGURE,DKI Jakarta Indonesia,395,52211,53043,2009-08-25 06:37:21,2020-08-04 23:59:58,0,Pray for Beirut https://t.co/6lWa2vM65F,[]
yassminneee_,ACAB ‼️,she/her/hers,158,140,7041,2016-11-22 06:31:33,2020-08-04 23:59:58,58612,a thread of people offering places to stay in for those who have been rendered homeless because of the tragic blast in lebanon and are in dire need of a place to stay at :,[]
TRUMP85186529,45th President of the United States of America,"Washington, DC",31,3,19,2020-07-24 11:37:29,2020-08-04 23:59:58,8383,"""Let me begin by sending America's deepest sympathies to the people of Lebanon."" https://t.co/CZitqk2A0S",[]
eyeworldnews333,"News,Entertainment,Information,Comedy etc

Follow(Space)eyeworldnews333 & send to get free sms on your mobile",Pakistan,2441,337,1216,2017-02-27 19:46:36,2020-08-04 23:59:58,1,"According to the locals , #BeirutBlast is apocalyptic .The blast was even felt in Cyprus and people living in #Damascus can witness the nitrite clouds all the way there.

And these are the poisonous nitrate clouds

#Lebanonexplosion #بيروت #Beirut https://t.co/llNT8YgqPc","[{'text': 'BeirutBlast', 'indices': [26, 38]}, {'text': 'Damascus', 'indices': [110, 119]}, {'text': 'Lebanonexplosion', 'indices': [215, 232]}, {'text': 'بيروت', 'indices': [233, 239]}, {'text': 'Beirut', 'indices': [240, 247]}]"
fairyqook,yeehaw,Australia,193,55,3372,2016-11-02 01:21:33,2020-08-04 23:59:58,75894,"tw//death, explosions 

what's happening in Lebanon atm :",[]
yashkakkarr,Software Engineer,India,170,13,27,2011-07-19 15:02:29,2020-08-04 23:59:58,2724,May the Lord heal the injured  &amp; forgive the Dead😭. #Beirut #Lebanon #PrayforLebanon https://t.co/vrDtAVg26I,"[{'text': 'Beirut', 'indices': [70, 77]}, {'text': 'Lebanon', 'indices': [78, 86]}, {'text': 'PrayforLebanon', 'indices': [87, 102]}]"
MicahAngelaa_,'But I'm here bitch',Singapore,222,329,48752,2012-04-23 03:04:28,2020-08-04 23:59:58,19334,"tw // b0mb explosion 

this jus happened in my country in Lebanon pls pls keep us in ur prayers

 https://t.co/apMtol6AS6",[]
humahasit,rearranging star dust she/her,Tuscarora and Catawba land,925,600,20107,2013-10-29 23:20:47,2020-08-04 23:59:58,58612,a thread of people offering places to stay in for those who have been rendered homeless because of the tragic blast in lebanon and are in dire need of a place to stay at :,[]
btschewy,Forever an ARMY (fan account),,176,109,42039,2018-02-21 23:30:07,2020-08-04 23:59:58,48970,ways to help lebanon: a thread,[]
_mcu5,your favorite milk dud. 23. she/her.,"New Jersey, USA",90,34,648,2018-08-27 19:21:21,2020-08-04 23:59:58,60006,Praying for the people of Lebanon 💔 https://t.co/SgYk96zftY,[]
KGW93,26 | Aboriginal & Torres Strait Islander | Currently studying at QUT | Film & Business Student,"Brisbane, Queensland",251,2447,291,2011-04-12 14:04:52,2020-08-04 23:59:58,0,Prayers and thoughts to the people #beirut,"[{'text': 'beirut', 'indices': [35, 42]}]"
delaney326,,,147,234,6125,2014-01-22 05:23:19,2020-08-04 23:59:58,9524,absolutely terrifying. i have chills. i can’t even imagine experiencing this. my heart and thoughts are with everyone in beirut. https://t.co/Qehu4aouMw,[]
petrenque,que no que no quita,,887,1985,42556,2019-06-21 09:07:11,2020-08-04 23:59:58,69412,HOW TO DONATE PROPERLY TO LEBANON: a thread,[]
A_Lichlyter,Just a guy on Twitter,"Madison, IN",85,91,4560,2012-01-06 03:02:18,2020-08-04 23:59:58,2716,Lebanon’s pm says 2750 TONS of stored ammonium nitrate (like a huge fertilizer bomb) ripped through Beirut. Now concerns about fumes in a city with blown out windows and doors.,[]
Sixofrunes,| Insta: Uchuuchan | Parent to three dogs | Plant lover |,,75,3,634,2018-08-23 01:31:42,2020-08-04 23:59:58,66105,"you can DONATE to the Beirut local ambulance service by downloading the Lebanese Red Cross app &amp; signing up. then: 
- select a one time or monthly payment &amp; the amount (min $2) 
- select any local ambulance station in Beirut (see map) 
- donate https://t.co/v6HiCuNCrR",[]
panos_strather,"Naval Architect. Dad. Interestred in maritime environmental issues, sustainable lifestyles, British & Greek politics","Glasgow, Scotland",1918,583,3799,2011-01-19 02:15:44,2020-08-04 23:59:58,2571,"Sep 13: a vessel with 2,750 tons of Ammonium Nitrate entered the Beirut port.

Oct 15: ""the port authorities discharged the cargo onto the port’s warehouses. The vessel and cargo remain to date in port awaiting auctioning and/or proper disposal."" https://t.co/TNLeRvMkXP",[]
habtlb,🇩🇿,Paris,363,829,64500,2012-08-26 20:28:39,2020-08-04 23:59:58,16533,petitions for lebanon: a thread,[]
marianelaa3_,snap: kristen_033 || insta: _marianelaaaa,"Corpus Christi, TX",286,259,1190,2019-09-01 21:13:46,2020-08-04 23:59:58,14448,"A large explosion just took place in downtown Beirut. I have family there and have confirmed they’re all safe, but many are injured and in need of immediate assistance. If anyone can contribute to the following link, the first round of donations are going to @RedCrossLebanon",[]
Winnie_Byanyima,Passionate about justice & human dignity. In the struggle to end AIDS. Executive Director of UNAIDS Opinions are my own.,,867,216796,33913,2011-08-15 19:10:40,2020-08-04 23:59:58,337,"Secretary-General @antonioguterres expresses his deepest condolences to the families of the victims, as well as to the people and Government of Lebanon, following the horrific explosions in Beirut today: https://t.co/gXDSnpKwSo",[]
DYNAMIGHTY7,madly in love with the twelve artists who inspire a lot of people like me. (fan account) • she/her | moarmy,,868,888,43110,2015-07-17 10:32:13,2020-08-04 23:59:58,58612,a thread of people offering places to stay in for those who have been rendered homeless because of the tragic blast in lebanon and are in dire need of a place to stay at :,[]
maskenthusiast,Wear A Mask. Vote Blue. Be Humble. Be Honest. Be Kind. #BlackLivesMatter #GoodTrouble,,1284,173,1445,2011-12-09 19:15:30,2020-08-04 23:59:58,31025,"Tonight people in Beirut are going to sleep in shattered homes, during a deadly pandemic, with a collapsing economy led by corrupt politicians, surrounded by countries that have attacked &amp; threatened them and a world that has abandoned them and their refugees. They deserve better",[]
Ninnds1,anak emak bukan anak tetangga,,48,10,27,2020-07-12 03:46:24,2020-08-04 23:59:58,1179,The death toll in the massive blast that shook Beirut has now reached at least 73. Follow live updates: https://t.co/7M65uabfWe https://t.co/2w7AZWet3d,[]
Dojizerker,"Doji/ドジ・F・she/her・ENG・18+・Chinese-Australian・刀剣乱舞, FGO, GBF, Arknights, Otome・いちみか,薬不,細川組,伊達組,くりんば,みかんば,くにちょぎくに,くりつる,etc・日本語を少し・W山姥切, 伽羅, 鬼丸, Executor=💕. リバ👌.","Canberra, Australia",729,241,206405,2013-03-15 10:26:39,2020-08-04 23:59:58,9782,this is the most accurate carrd ive seen abt lebanon it's both accurate in arabic and english and the donation links are very reliable !! pls donate if u have the money especially becuase us dollars decrease in value when converted to the lebanese currency https://t.co/giNhoKbDiG,[]
patrickos_13,,,405,115,7674,2011-02-27 11:14:03,2020-08-04 23:59:58,11789,"I honestly can’t even wrap my head around this: 

A Lebanese security official says 2,700 Tons of Ammonium Nitrate led to the #beirut explosion (per @Reuters citing local media)

the Oklahoma City bombers used approximately 2 Tons and destroyed 1 building, shattered another 286",[]
SPeitsch,"setting your location to ""Germany"" hides all the Nazis Twitter identified - (he/him) - only 4chan trolls say ''pronouns in bio'' so think twice loser",Germany,646,517,198050,2009-04-18 00:11:27,2020-08-04 23:59:58,0,"So far there are 70 people reported dead in Beirut. The pictures of the explosion instill a visceral reaction in everyone who sees it

The question is then why 1000 dead a day in the US has become so normal... and ""It is what it is"" is accepted as a comment on it",[]
Choerssg1_,ⓌⒺ ⒶⓇⒺ ⓄⓃⒺ 💕 @B_hundred_Hyun 𝗖𝗵𝗮𝗻𝗕𝗮𝗲𝗸𝗙𝗼𝗿𝗲𝘃𝗲𝗿✨,ḄÄЁḲḦŸÜṄ,1272,117,132688,2016-08-07 10:28:56,2020-08-04 23:59:58,58388,Explosion in #Beirut #Lebanon - view from Annahar building. Praying for everyone’s safety 🙏🏼😓 https://t.co/Zf6fXaahUq,"[{'text': 'Beirut', 'indices': [30, 37]}, {'text': 'Lebanon', 'indices': [38, 46]}]"
Boppermitz,"| Childish Gambino's 3.15.20 out now |

| The Last Of Us Part II stan account |",,96,249,11807,2015-07-18 18:46:16,2020-08-04 23:59:58,231119,Stunning video shows explosions just minutes ago at Beirut port https://t.co/ZjltF0VcTr,[]
4mcrani,,,496,156,11822,2017-07-28 01:30:37,2020-08-04 23:59:58,118621,Petitions don’t work in the Middle East so instead here is a thread of donation links specifically to help those in Lebanon!!!! Please share and donate if you can!!!!,[]
lexisdone,hey man what you doing here?,"Clarksville, TN",893,277,3875,2016-04-14 23:03:16,2020-08-04 23:59:58,48970,ways to help lebanon: a thread,[]
spideyshuris,Emmy nominated actress zendaya💫,she/her,285,646,38786,2014-07-07 07:27:30,2020-08-04 23:59:58,14448,"A large explosion just took place in downtown Beirut. I have family there and have confirmed they’re all safe, but many are injured and in need of immediate assistance. If anyone can contribute to the following link, the first round of donations are going to @RedCrossLebanon",[]
momolandtriple1,yall know the motto: Hyunjin is good at everything.,,324,715,33716,2019-04-06 05:23:30,2020-08-04 23:59:58,735,BLOOD DONATIONS HIGHLY NEEDED IN BEIRUT!! please if you live in lebanon call your nearest bloodbank and donate!! Reposting to spread the word!!! #lebanon https://t.co/NWLWLGdj5d,[]
Aszknee,Mahilig ako sa Mangofloat,"Davao City, Davao Region",157,157,1797,2019-06-28 03:06:22,2020-08-04 23:59:58,92,"""And when they ask you about Lebanon, say it's a country with the beauty of Yusuf, the sadness of his father, and the corruptness of his siblings..."" https://t.co/YR48WcQj1g",[]
NetworksManager,"American investor, athlete, globetrotter in #Washington #DC. @EmmeGirls COO @GlobalBoost CEO. Founder @WashingtonElite #AI #Blockchain Summit+Charitable Events.",Washington DC,104308,103029,159957,2010-02-19 14:51:42,2020-08-04 23:59:58,2,"@NetworksManager The damage to the port in Lebanon and surrounding area was intense as if a small device was detonated. 

Even the fertilizer plant explosion in Texas paled in comparison to the one today in the port!",[]
elig_TM,The shortest chick you will ever meet. ;). Instagram: elig_tm,,233,304,26747,2009-06-16 13:18:23,2020-08-04 23:59:58,8915,"Pray for Lebanon
Pray for Zimbabwe 
Pray for Afghanistan 
Pray for Yemen",[]
ZorktaDanial,Lets get lost / LAU,beirut,541,549,1805,2019-02-11 23:43:48,2020-08-04 23:59:58,9912,"The photographer who trying to document this video he died 
#BeirutBlast #Beirut 
https://t.co/UX6CIi583r","[{'text': 'BeirutBlast', 'indices': [80, 92]}, {'text': 'Beirut', 'indices': [93, 100]}]"
oillywanwipa_t,need not to know,"กรุงเทพมหานคร, ประเทศไทย",65,66,15063,2012-01-04 08:38:58,2020-08-04 23:59:58,2132,Pray for Beirut🙏🏻😢  #Beirut,"[{'text': 'Beirut', 'indices': [32, 39]}]"
nadiotzz,an angel without wings,,117,667,58405,2013-03-29 13:01:25,2020-08-04 23:59:58,75894,"tw//death, explosions 

what's happening in Lebanon atm :",[]
BorroniAnna1,,,2502,2656,83663,2015-03-16 10:53:13,2020-08-04 23:59:58,4,"#UPDATE At least 78 killed and over 4,000 injured after two massive blasts rocked #Beirut, #Lebanon, said health officials. 
#BeirutExplosion #BeirutBlast https://t.co/5nmZKQlaSO","[{'text': 'UPDATE', 'indices': [18, 25]}, {'text': 'Beirut', 'indices': [100, 107]}, {'text': 'Lebanon', 'indices': [109, 117]}]"
mimicatdog,#StandWithHongKong #FightForFreedom #FiveDemandsNotOneLess #HongKongPoliceBurtality #HongKongPoliceTerrorism,,4952,1379,34194,2019-09-30 15:55:15,2020-08-04 23:59:58,512,"Lebanon's government had stored “highly explosive materials” at the site of explosions on Beirut's waterfront, a top military official said. The powerful blasts on Tuesday killed at least 30 people, according to the country's health minister. https://t.co/MPn4Z6HZPM",[]
rradeshu,알라 / 성인 / 잡덕 / 네오로마 아이나나 로오히 그랑블루 / 오픈다드림 유사가족사랑 / TRIGGER ŹOOĻ 💚🧡💛 / 최근묵향장르언급많음,,93,58,108382,2018-08-03 08:54:47,2020-08-04 23:59:58,4294,Footage of the massive explosion at #Beirut port a short while ago. It's truly frightening. #Lebanon https://t.co/OZ0hZ5SwlC,"[{'text': 'Beirut', 'indices': [50, 57]}, {'text': 'Lebanon', 'indices': [106, 114]}]"
ibeegloria_,bleeds maroon • bacma,🎀,138,166,10251,2017-09-16 00:50:59,2020-08-04 23:59:58,832,"Massive explosion in Beirut, damn 2020 got to be the worst year ever, pray for the people Beirut, Lebanon 🤕 https://t.co/FOwsRQRibH",[]
ghovIFk6D2cW1mT,"हिंदी लेखक ,कवि,गजलगो ।मेरा दो काब्यसंग्रह संवेदना और संवेदना के स्वर प्रकाशित ।कई गजल पत्र पत्रिकाओं में प्रकाशित ।एक रचना खुशी डोकोमेंट्री फ़िल्म के लिए चयनित",,445,78,966,2019-10-28 06:00:02,2020-08-04 23:59:58,1159,"#beirutexplosion
#BeirutBlast
#Lebanon #BeirutExplosion
Water view of Massive Explosion In Beirut, Lebanon Injuring Thousands #BeirutExplosion #Lebanon https://t.co/lrktrlo7xG","[{'text': 'beirutexplosion', 'indices': [18, 34]}, {'text': 'BeirutBlast', 'indices': [35, 47]}, {'text': 'Lebanon', 'indices': [48, 56]}, {'text': 'BeirutExplosion', 'indices': [57, 73]}]"
adristotle_,el universo reflejado en risas y cachetes * iupi?,la isla del perreo,245,350,6474,2014-04-14 22:42:51,2020-08-04 23:59:58,58612,a thread of people offering places to stay in for those who have been rendered homeless because of the tragic blast in lebanon and are in dire need of a place to stay at :,[]
cheerreng,"this was supposed to be an art account 
she/her 
INFJ-T 
AB+ 
what else should I write here?",,369,230,5169,2018-07-26 06:03:50,2020-08-04 23:59:58,2644,MASTER THREAD ON LEBANON PLEASE RT,[]
Moniiica_G,"Tweets & opinions are my own. ✌🏼Politico, Franco fière & Proud Staffer to @BernJordanMP","Ottawa, Ontario",535,371,4725,2011-07-04 04:35:33,2020-08-04 23:59:58,4362,Absolutely tragic news coming out of Beirut. Canadians are thinking of everyone who has been injured and all those who are trying to locate a friend or family member or have lost a loved one. We’re keeping you in our thoughts and we stand ready to assist in any way we can.,[]
